id,customer_code,customer_name,segment,value_tier,country
517,C13104,客户_13104,批发型,低价值,United Kingdom
518,C13107,客户_13107,批发型,高价值,United Kingdom
519,C13109,客户_13109,批发型,中价值,United Kingdom
520,C13110,客户_13110,零售型,中价值,United Kingdom
521,C13113,客户_13113,批发型,高价值,United Kingdom
522,C13115,客户_13115,批发型,高价值,United Kingdom
523,C13116,客户_13116,批发型,中价值,United Kingdom
524,C13117,客户_13117,批发型,中价值,United Kingdom
525,C13118,客户_13118,零售型,中价值,United Kingdom
526,C13121,客户_13121,零售型,中价值,United Kingdom
527,C13122,客户_13122,批发型,高价值,United Kingdom
528,C13124,客户_13124,批发型,高价值,United Kingdom
529,C13126,客户_13126,批发型,高价值,United Kingdom
530,C13127,客户_13127,批发型,低价值,United Kingdom
531,C13131,客户_13131,批发型,中价值,United Kingdom
532,C13132,客户_13132,批发型,低价值,United Kingdom
533,C13133,客户_13133,批发型,低价值,United Kingdom
534,C13134,客户_13134,批发型,高价值,United Kingdom
535,C13136,客户_13136,批发型,高价值,United Kingdom
536,C13137,客户_13137,零售型,高价值,United Kingdom
537,C13138,客户_13138,批发型,中价值,United Kingdom
538,C13139,客户_13139,批发型,高价值,United Kingdom
539,C13140,客户_13140,零售型,低价值,United Kingdom
540,C13141,客户_13141,批发型,高价值,United Kingdom
541,C13142,客户_13142,批发型,低价值,United Kingdom
542,C13144,客户_13144,零售型,中价值,United Kingdom
543,C13148,客户_13148,零售型,高价值,United Kingdom
544,C13149,客户_13149,批发型,高价值,United Kingdom
545,C13151,客户_13151,零售型,高价值,United Kingdom
546,C13153,客户_13153,批发型,低价值,United Kingdom
547,C13155,客户_13155,零售型,中价值,United Kingdom
548,C13157,客户_13157,批发型,高价值,United Kingdom
549,C13158,客户_13158,批发型,中价值,United Kingdom
550,C13159,客户_13159,零售型,高价值,United Kingdom
551,C13161,客户_13161,零售型,低价值,United Kingdom
552,C13162,客户_13162,批发型,高价值,United Kingdom
553,C13165,客户_13165,批发型,中价值,United Kingdom
554,C13166,客户_13166,批发型,低价值,United Kingdom
555,C13167,客户_13167,零售型,中价值,United Kingdom
556,C13168,客户_13168,零售型,高价值,United Kingdom
557,C13170,客户_13170,零售型,低价值,United Kingdom
558,C13171,客户_13171,批发型,低价值,United Kingdom
559,C13173,客户_13173,零售型,中价值,United Kingdom
560,C13174,客户_13174,零售型,高价值,United Kingdom
561,C13176,客户_13176,零售型,低价值,United Kingdom
562,C13177,客户_13177,批发型,低价值,United Kingdom
563,C13178,客户_13178,批发型,高价值,United Kingdom
564,C13183,客户_13183,批发型,高价值,United Kingdom
565,C13184,客户_13184,零售型,中价值,United Kingdom
566,C13186,客户_13186,批发型,高价值,United Kingdom
567,C13187,客户_13187,零售型,低价值,United Kingdom
568,C13189,客户_13189,批发型,中价值,United Kingdom
569,C13192,客户_13192,批发型,中价值,United Kingdom
570,C13193,客户_13193,零售型,低价值,United Kingdom
571,C13194,客户_13194,批发型,低价值,United Kingdom
572,C13196,客户_13196,批发型,高价值,United Kingdom
573,C13198,客户_13198,批发型,高价值,United Kingdom
574,C13199,客户_13199,批发型,高价值,United Kingdom
575,C13200,客户_13200,批发型,低价值,United Kingdom
576,C13203,客户_13203,批发型,中价值,United Kingdom
577,C13208,客户_13208,零售型,中价值,United Kingdom
578,C13209,客户_13209,批发型,高价值,United Kingdom
579,C13211,客户_13211,批发型,低价值,United Kingdom
580,C13212,客户_13212,零售型,中价值,United Kingdom
581,C13213,客户_13213,批发型,高价值,United Kingdom
582,C13218,客户_13218,批发型,低价值,United Kingdom
583,C13220,客户_13220,批发型,中价值,United Kingdom
584,C13221,客户_13221,零售型,中价值,United Kingdom
585,C13224,客户_13224,批发型,高价值,United Kingdom
586,C13225,客户_13225,批发型,高价值,United Kingdom
587,C13227,客户_13227,批发型,中价值,United Kingdom
588,C13228,客户_13228,批发型,高价值,United Kingdom
589,C13230,客户_13230,零售型,高价值,United Kingdom
590,C13232,客户_13232,零售型,高价值,United Kingdom
591,C13233,客户_13233,批发型,低价值,United Kingdom
592,C13235,客户_13235,批发型,中价值,United Kingdom
593,C13236,客户_13236,零售型,低价值,United Kingdom
594,C13238,客户_13238,批发型,中价值,United Kingdom
595,C13239,客户_13239,批发型,中价值,United Kingdom
596,C13240,客户_13240,零售型,中价值,United Kingdom
597,C13242,客户_13242,批发型,中价值,United Kingdom
598,C13243,客户_13243,零售型,中价值,United Kingdom
599,C13245,客户_13245,批发型,中价值,United Kingdom
600,C13246,客户_13246,零售型,高价值,United Kingdom
601,C13247,客户_13247,批发型,低价值,United Kingdom
602,C13248,客户_13248,批发型,低价值,United Kingdom
603,C13249,客户_13249,零售型,低价值,United Kingdom
604,C13253,客户_13253,批发型,低价值,United Kingdom
605,C13255,客户_13255,批发型,低价值,United Kingdom
606,C13258,客户_13258,零售型,中价值,United Kingdom
607,C13259,客户_13259,零售型,低价值,United Kingdom
608,C13260,客户_13260,批发型,低价值,United Kingdom
609,C13261,客户_13261,批发型,中价值,United Kingdom
610,C13262,客户_13262,批发型,低价值,United Kingdom
611,C13263,客户_13263,零售型,高价值,United Kingdom
612,C13265,客户_13265,批发型,高价值,United Kingdom
613,C13266,客户_13266,批发型,高价值,United Kingdom
614,C13267,客户_13267,批发型,高价值,United Kingdom
615,C13268,客户_13268,零售型,高价值,United Kingdom
616,C13269,客户_13269,批发型,高价值,United Kingdom
617,C13271,客户_13271,零售型,低价值,United Kingdom
618,C13272,客户_13272,零售型,低价值,United Kingdom
619,C13273,客户_13273,零售型,低价值,United Kingdom
620,C13276,客户_13276,批发型,中价值,United Kingdom
621,C13277,客户_13277,批发型,低价值,United Kingdom
622,C13278,客户_13278,批发型,中价值,United Kingdom
623,C13279,客户_13279,批发型,低价值,United Kingdom
624,C13280,客户_13280,零售型,低价值,United Kingdom
625,C13282,客户_13282,批发型,中价值,United Kingdom
626,C13283,客户_13283,批发型,低价值,United Kingdom
627,C13284,客户_13284,批发型,低价值,United Kingdom
628,C13285,客户_13285,批发型,高价值,United Kingdom
629,C13291,客户_13291,零售型,低价值,United Kingdom
630,C13292,客户_13292,批发型,中价值,United Kingdom
631,C13294,客户_13294,批发型,中价值,United Kingdom
632,C13295,客户_13295,批发型,中价值,United Kingdom
633,C13297,客户_13297,批发型,高价值,United Kingdom
634,C13300,客户_13300,批发型,低价值,United Kingdom
635,C13301,客户_13301,零售型,中价值,United Kingdom
636,C13302,客户_13302,零售型,中价值,United Kingdom
637,C13304,客户_13304,零售型,低价值,United Kingdom
638,C13305,客户_13305,批发型,中价值,United Kingdom
639,C13308,客户_13308,批发型,高价值,United Kingdom
640,C13309,客户_13309,批发型,高价值,United Kingdom
641,C13310,客户_13310,批发型,中价值,United Kingdom
642,C13311,客户_13311,批发型,中价值,United Kingdom
643,C13313,客户_13313,批发型,中价值,United Kingdom
644,C13314,客户_13314,批发型,中价值,United Kingdom
645,C13316,客户_13316,批发型,高价值,United Kingdom
646,C13317,客户_13317,批发型,中价值,United Kingdom
647,C13318,客户_13318,批发型,中价值,United Kingdom
648,C13319,客户_13319,批发型,高价值,United Kingdom
649,C13320,客户_13320,批发型,中价值,United Kingdom
650,C13321,客户_13321,批发型,低价值,United Kingdom
651,C13323,客户_13323,零售型,低价值,United Kingdom
652,C13324,客户_13324,批发型,高价值,United Kingdom
653,C13325,客户_13325,批发型,低价值,United Kingdom
654,C13327,客户_13327,批发型,高价值,United Kingdom
655,C13329,客户_13329,批发型,高价值,United Kingdom
656,C13330,客户_13330,批发型,高价值,United Kingdom
657,C13332,客户_13332,批发型,低价值,United Kingdom
658,C13334,客户_13334,批发型,高价值,United Kingdom
659,C13336,客户_13336,批发型,低价值,United Kingdom
660,C13339,客户_13339,批发型,中价值,United Kingdom
661,C13340,客户_13340,批发型,高价值,United Kingdom
662,C13341,客户_13341,零售型,中价值,United Kingdom
663,C13344,客户_13344,批发型,高价值,United Kingdom
664,C13345,客户_13345,批发型,中价值,United Kingdom
665,C13348,客户_13348,批发型,低价值,United Kingdom
666,C13350,客户_13350,批发型,高价值,United Kingdom
667,C13351,客户_13351,批发型,低价值,United Kingdom
668,C13352,客户_13352,批发型,中价值,United Kingdom
669,C13354,客户_13354,批发型,中价值,United Kingdom
670,C13355,客户_13355,批发型,高价值,United Kingdom
671,C13356,客户_13356,零售型,中价值,United Kingdom
672,C13357,客户_13357,零售型,中价值,United Kingdom
673,C13358,客户_13358,批发型,中价值,United Kingdom
674,C13359,客户_13359,零售型,中价值,United Kingdom
675,C13362,客户_13362,批发型,高价值,United Kingdom
676,C13363,客户_13363,批发型,中价值,United Kingdom
677,C13364,客户_13364,批发型,低价值,United Kingdom
678,C13365,客户_13365,批发型,高价值,United Kingdom
679,C13369,客户_13369,零售型,低价值,United Kingdom
680,C13370,客户_13370,批发型,中价值,United Kingdom
681,C13372,客户_13372,零售型,低价值,United Kingdom
682,C13373,客户_13373,批发型,高价值,United Kingdom
683,C13375,客户_13375,批发型,中价值,United Kingdom
684,C13376,客户_13376,批发型,高价值,United Kingdom
685,C13379,客户_13379,零售型,中价值,United Kingdom
686,C13381,客户_13381,批发型,高价值,United Kingdom
687,C13384,客户_13384,批发型,高价值,United Kingdom
688,C13385,客户_13385,零售型,中价值,United Kingdom
689,C13388,客户_13388,零售型,高价值,United Kingdom
690,C13389,客户_13389,批发型,低价值,United Kingdom
691,C13394,客户_13394,批发型,高价值,United Kingdom
692,C13395,客户_13395,批发型,低价值,United Kingdom
693,C13396,客户_13396,批发型,高价值,United Kingdom
694,C13398,客户_13398,批发型,中价值,United Kingdom
695,C13402,客户_13402,批发型,中价值,United Kingdom
696,C13403,客户_13403,批发型,中价值,United Kingdom
697,C13408,客户_13408,批发型,高价值,United Kingdom
698,C13410,客户_13410,批发型,中价值,United Kingdom
699,C13411,客户_13411,零售型,低价值,United Kingdom
700,C13414,客户_13414,批发型,高价值,United Kingdom
701,C13416,客户_13416,零售型,低价值,United Kingdom
702,C13417,客户_13417,批发型,中价值,United Kingdom
703,C13418,客户_13418,批发型,高价值,United Kingdom
704,C13419,客户_13419,批发型,低价值,United Kingdom
705,C13421,客户_13421,批发型,高价值,United Kingdom
706,C13422,客户_13422,批发型,高价值,United Kingdom
707,C13425,客户_13425,批发型,中价值,United Kingdom
708,C13426,客户_13426,批发型,高价值,United Kingdom
709,C13427,客户_13427,批发型,中价值,United Kingdom
710,C13428,客户_13428,零售型,低价值,United Kingdom
711,C13429,客户_13429,批发型,高价值,United Kingdom
712,C13430,客户_13430,批发型,中价值,United Kingdom
713,C13431,客户_13431,批发型,高价值,United Kingdom
714,C13435,客户_13435,批发型,高价值,United Kingdom
715,C13436,客户_13436,零售型,低价值,United Kingdom
716,C13437,客户_13437,批发型,高价值,United Kingdom
717,C13439,客户_13439,零售型,中价值,United Kingdom
718,C13441,客户_13441,批发型,中价值,United Kingdom
719,C13447,客户_13447,批发型,高价值,United Kingdom
720,C13448,客户_13448,批发型,高价值,United Kingdom
721,C13450,客户_13450,批发型,高价值,United Kingdom
722,C13451,客户_13451,零售型,高价值,United Kingdom
723,C13453,客户_13453,零售型,中价值,United Kingdom
724,C13455,客户_13455,零售型,高价值,United Kingdom
725,C13456,客户_13456,批发型,高价值,United Kingdom
726,C13458,客户_13458,批发型,高价值,United Kingdom
727,C13461,客户_13461,批发型,高价值,United Kingdom
728,C13462,客户_13462,批发型,低价值,United Kingdom
729,C13464,客户_13464,批发型,低价值,United Kingdom
730,C13466,客户_13466,零售型,低价值,United Kingdom
731,C13467,客户_13467,零售型,中价值,United Kingdom
732,C13468,客户_13468,批发型,高价值,United Kingdom
733,C13470,客户_13470,批发型,低价值,United Kingdom
734,C13471,客户_13471,零售型,高价值,United Kingdom
735,C13474,客户_13474,零售型,低价值,United Kingdom
736,C13475,客户_13475,批发型,高价值,United Kingdom
737,C13476,客户_13476,零售型,中价值,United Kingdom
738,C13477,客户_13477,批发型,高价值,United Kingdom
739,C13479,客户_13479,批发型,中价值,United Kingdom
740,C13481,客户_13481,批发型,高价值,United Kingdom
741,C13482,客户_13482,批发型,低价值,United Kingdom
742,C13485,客户_13485,批发型,中价值,United Kingdom
743,C13486,客户_13486,批发型,低价值,United Kingdom
744,C13487,客户_13487,批发型,低价值,United Kingdom
745,C13488,客户_13488,批发型,高价值,United Kingdom
746,C13489,客户_13489,批发型,中价值,United Kingdom
747,C13491,客户_13491,零售型,中价值,United Kingdom
748,C13492,客户_13492,批发型,高价值,United Kingdom
749,C13493,客户_13493,批发型,中价值,United Kingdom
750,C13494,客户_13494,零售型,低价值,United Kingdom
751,C13495,客户_13495,批发型,高价值,United Kingdom
752,C13496,客户_13496,批发型,中价值,United Kingdom
753,C13497,客户_13497,批发型,低价值,United Kingdom
754,C13499,客户_13499,批发型,低价值,United Kingdom
755,C13500,客户_13500,批发型,中价值,United Kingdom
756,C13501,客户_13501,批发型,高价值,United Kingdom
757,C13502,客户_13502,批发型,中价值,United Kingdom
758,C13503,客户_13503,零售型,低价值,United Kingdom
759,C13504,客户_13504,批发型,低价值,United Kingdom
760,C13505,客户_13505,批发型,高价值,United Kingdom
761,C13506,客户_13506,零售型,低价值,United Kingdom
762,C13507,客户_13507,批发型,高价值,United Kingdom
763,C13508,客户_13508,零售型,低价值,United Kingdom
764,C13509,客户_13509,批发型,中价值,United Kingdom
