id,record_date,cattle_id,farm_id,milk_yield,fat_rate,protein_rate,lactation_stage
435,2025-09-25,167,1,26.8,3.74,3.29,泌乳中期
436,2025-09-05,168,1,12.7,4.46,3.52,泌乳后期
437,2025-09-15,168,1,13.3,4.49,3.47,泌乳后期
438,2025-09-25,168,1,13.9,4.48,3.41,泌乳后期
439,2025-09-05,169,1,23.0,4.32,3.48,泌乳中期
440,2025-09-15,169,1,21.2,4.24,3.54,泌乳中期
441,2025-09-25,169,1,23.0,4.14,3.37,泌乳中期
442,2025-09-05,170,1,20.2,3.93,3.24,泌乳后期
443,2025-09-15,170,1,20.5,4.01,3.23,泌乳后期
444,2025-09-25,170,1,20.9,3.85,3.23,泌乳后期
445,2025-09-05,171,1,20.1,4.12,3.26,泌乳后期
446,2025-09-15,171,1,21.3,3.99,3.27,泌乳后期
447,2025-09-25,171,1,22.5,3.92,3.19,泌乳后期
448,2025-09-05,172,1,32.6,3.64,3.23,泌乳中期
449,2025-09-15,172,1,32.8,3.72,3.23,泌乳中期
450,2025-09-25,172,1,32.3,3.96,3.29,泌乳中期
451,2025-09-05,173,1,23.5,3.85,3.18,泌乳后期
452,2025-09-15,173,1,23.4,4.16,3.35,泌乳后期
453,2025-09-25,173,1,24.9,3.77,3.27,泌乳后期
454,2025-09-05,175,1,31.8,3.85,3.24,泌乳中期
455,2025-09-15,175,1,30.6,3.8,3.18,泌乳中期
456,2025-09-25,175,1,31.4,3.77,3.16,泌乳中期
457,2025-09-05,177,1,29.3,3.74,3.18,泌乳中期
458,2025-09-15,177,1,34.7,3.43,3.27,泌乳中期
459,2025-09-25,177,1,31.5,3.85,3.42,泌乳中期
460,2025-09-05,178,1,27.7,3.83,3.27,泌乳初期
461,2025-09-15,178,1,27.2,4.01,3.23,泌乳初期
462,2025-09-25,178,1,27.4,3.83,3.12,泌乳初期
463,2025-09-05,179,1,30.8,4.01,3.25,泌乳中期
464,2025-09-15,179,1,31.7,3.77,3.15,泌乳中期
465,2025-09-25,179,1,31.9,3.91,3.15,泌乳中期
466,2025-09-05,180,1,30.9,3.75,3.15,泌乳中期
467,2025-09-15,180,1,30.3,3.94,3.34,泌乳中期
468,2025-09-25,180,1,28.8,4.1,3.44,泌乳中期
469,2025-09-05,181,1,32.1,3.74,3.22,泌乳中期
470,2025-09-15,181,1,32.5,3.77,3.13,泌乳中期
471,2025-09-25,181,1,28.8,4.01,3.32,泌乳中期
472,2025-09-05,182,1,21.5,4.2,3.48,泌乳中期
473,2025-09-15,182,1,21.2,4.16,3.41,泌乳中期
474,2025-09-25,182,1,21.2,4.16,3.44,泌乳中期
475,2025-09-05,183,1,15.5,5.46,3.93,泌乳后期
476,2025-09-15,183,1,16.9,5.2,3.82,泌乳后期
477,2025-09-25,183,1,16.1,5.56,3.81,泌乳后期
478,2025-09-05,184,1,32.6,3.57,3.35,泌乳中期
479,2025-09-15,184,1,30.0,3.76,3.29,泌乳中期
480,2025-09-25,184,1,32.8,3.76,3.17,泌乳中期
481,2025-09-05,185,1,18.9,4.02,3.59,泌乳中期
482,2025-09-15,185,1,19.0,4.31,3.47,泌乳中期
483,2025-09-25,185,1,19.4,4.32,3.35,泌乳中期
484,2025-09-05,186,1,16.2,4.46,3.48,泌乳后期
485,2025-09-15,186,1,15.3,4.27,3.48,泌乳后期
486,2025-09-25,186,1,16.2,4.3,3.59,泌乳后期
487,2025-09-05,187,1,24.7,5.27,3.71,泌乳中期
488,2025-09-15,187,1,26.3,4.95,3.89,泌乳中期
489,2025-09-25,187,1,26.2,5.12,3.96,泌乳中期
490,2025-09-05,188,1,23.8,3.96,3.16,泌乳后期
491,2025-09-15,188,1,23.0,3.96,3.24,泌乳后期
492,2025-09-25,188,1,23.4,4.32,3.35,泌乳后期
493,2025-09-05,189,1,16.7,4.25,3.48,泌乳后期
494,2025-09-15,189,1,16.6,4.17,3.48,泌乳后期
495,2025-09-25,189,1,16.3,4.48,3.46,泌乳后期
496,2025-09-05,190,1,35.0,3.8,3.19,泌乳中期
497,2025-09-15,190,1,33.2,3.92,3.24,泌乳中期
498,2025-09-25,190,1,33.6,3.8,3.15,泌乳中期
499,2025-09-05,191,1,23.0,3.85,3.32,泌乳后期
500,2025-09-15,191,1,21.6,3.98,3.32,泌乳后期
501,2025-09-25,191,1,24.7,4.17,3.31,泌乳后期
502,2025-09-05,192,1,33.0,3.99,3.2,泌乳中期
503,2025-09-15,192,1,31.9,3.93,3.18,泌乳中期
504,2025-09-25,192,1,31.1,3.81,3.15,泌乳中期
505,2025-09-05,193,1,31.1,3.66,3.25,泌乳中期
506,2025-09-15,193,1,33.0,3.7,3.24,泌乳中期
507,2025-09-25,193,1,32.4,3.59,3.14,泌乳中期
508,2025-09-05,194,1,22.1,4.26,3.36,泌乳中期
509,2025-09-15,194,1,23.4,4.46,3.59,泌乳中期
510,2025-09-25,194,1,22.4,4.12,3.47,泌乳中期
511,2025-09-05,195,1,20.8,3.98,3.45,泌乳后期
512,2025-09-15,195,1,20.1,3.84,3.17,泌乳后期
513,2025-09-25,195,1,18.1,4.19,3.36,泌乳后期
514,2025-09-05,196,1,31.5,3.8,3.25,泌乳中期
515,2025-09-15,196,1,31.7,3.71,3.23,泌乳中期
516,2025-09-25,196,1,30.3,3.82,3.13,泌乳中期
517,2025-09-05,197,1,23.2,4.08,3.26,泌乳后期
518,2025-09-15,197,1,22.4,3.82,3.26,泌乳后期
519,2025-09-25,197,1,23.0,3.96,3.31,泌乳后期
520,2025-09-05,198,1,24.2,5.18,3.84,泌乳初期
521,2025-09-15,198,1,23.8,5.34,3.86,泌乳初期
522,2025-09-25,198,1,24.0,5.42,3.79,泌乳初期
523,2025-09-05,199,1,21.5,4.06,3.37,泌乳初期
524,2025-09-15,199,1,19.5,4.52,3.55,泌乳初期
525,2025-09-25,199,1,21.3,4.44,3.52,泌乳初期
526,2025-09-05,200,1,31.4,4.06,3.18,泌乳中期
527,2025-09-15,200,1,32.1,3.71,3.05,泌乳中期
528,2025-09-25,200,1,33.1,3.6,3.08,泌乳中期
529,2025-09-05,201,1,19.6,4.17,3.41,泌乳后期
530,2025-09-15,201,1,18.9,4.03,3.35,泌乳后期
531,2025-09-25,201,1,20.9,4.12,3.25,泌乳后期
532,2025-09-05,202,1,25.0,5.52,3.88,泌乳初期
533,2025-09-15,202,1,24.3,5.38,3.66,泌乳初期
534,2025-09-25,202,1,24.5,5.19,3.79,泌乳初期
535,2025-09-05,203,1,25.9,5.23,3.81,泌乳中期
536,2025-09-15,203,1,25.8,5.06,3.69,泌乳中期
537,2025-09-25,203,1,26.4,5.16,3.89,泌乳中期
538,2025-09-05,204,1,28.0,3.88,3.32,泌乳中期
539,2025-09-15,204,1,27.8,3.84,3.14,泌乳中期
540,2025-09-25,204,1,25.4,3.88,3.22,泌乳中期
541,2025-09-05,205,1,25.3,4.99,3.74,泌乳中期
542,2025-09-15,205,1,25.4,5.36,3.78,泌乳中期
543,2025-09-25,205,1,24.1,5.35,3.85,泌乳中期
544,2025-09-05,206,1,27.8,3.87,3.24,泌乳初期
545,2025-09-15,206,1,32.0,3.74,3.12,泌乳初期
546,2025-09-25,206,1,30.0,3.94,3.2,泌乳初期
547,2025-09-05,207,1,27.0,3.79,3.13,泌乳初期
548,2025-09-15,207,1,25.4,4.06,3.31,泌乳初期
549,2025-09-25,207,1,27.9,3.87,3.13,泌乳初期
550,2025-09-05,208,1,16.4,5.37,3.85,泌乳后期
551,2025-09-15,208,1,16.7,5.43,3.92,泌乳后期
552,2025-09-25,208,1,17.0,5.53,3.82,泌乳后期
553,2025-09-05,209,1,32.1,3.84,3.13,泌乳中期
554,2025-09-15,209,1,30.9,3.87,3.25,泌乳中期
555,2025-09-25,209,1,32.1,3.64,3.18,泌乳中期
556,2025-09-05,210,1,31.8,3.7,3.2,泌乳中期
557,2025-09-15,210,1,29.4,3.8,3.01,泌乳中期
558,2025-09-25,210,1,33.1,3.82,3.21,泌乳中期
559,2025-09-05,211,1,23.4,3.94,3.37,泌乳后期
560,2025-09-15,211,1,24.5,3.88,3.2,泌乳后期
561,2025-09-25,211,1,22.5,3.77,3.34,泌乳后期
562,2025-09-05,212,1,33.8,3.79,3.19,泌乳中期
563,2025-09-15,212,1,33.6,3.9,3.04,泌乳中期
564,2025-09-25,212,1,33.0,3.96,3.23,泌乳中期
565,2025-09-05,213,1,25.6,3.98,3.32,泌乳初期
566,2025-09-15,213,1,25.4,3.97,3.19,泌乳初期
567,2025-09-25,213,1,25.8,4.06,3.27,泌乳初期
568,2025-09-05,214,1,26.9,3.69,3.25,泌乳中期
569,2025-09-15,214,1,27.7,4.1,3.13,泌乳中期
570,2025-09-25,214,1,28.2,4.06,3.23,泌乳中期
571,2025-09-05,215,1,30.2,4.13,3.19,泌乳中期
572,2025-09-15,215,1,31.5,3.92,3.11,泌乳中期
573,2025-09-25,215,1,32.0,3.64,3.19,泌乳中期
574,2025-09-05,216,1,29.8,3.92,3.28,泌乳初期
575,2025-09-15,216,1,28.8,3.72,3.09,泌乳初期
576,2025-09-25,216,1,30.3,3.89,3.23,泌乳初期
577,2025-09-05,217,1,22.2,3.86,3.29,泌乳后期
578,2025-09-15,217,1,21.4,4.0,3.3,泌乳后期
579,2025-09-25,217,1,21.7,4.05,3.21,泌乳后期
580,2025-09-05,218,1,25.6,3.74,3.33,泌乳初期
581,2025-09-15,218,1,27.7,3.7,3.27,泌乳初期
582,2025-09-25,218,1,29.0,3.74,3.22,泌乳初期
583,2025-09-05,220,1,20.7,3.96,3.34,泌乳后期
584,2025-09-15,220,1,19.8,3.75,3.31,泌乳后期
585,2025-09-25,220,1,18.7,3.92,3.31,泌乳后期
586,2025-09-05,221,1,22.8,4.29,3.47,泌乳中期
587,2025-09-15,221,1,22.3,4.28,3.36,泌乳中期
588,2025-09-25,221,1,23.9,4.18,3.41,泌乳中期
589,2025-09-05,222,1,32.7,3.61,3.2,泌乳中期
590,2025-09-15,222,1,33.3,3.83,3.1,泌乳中期
591,2025-09-25,222,1,33.9,3.74,3.24,泌乳中期
592,2025-09-05,223,1,27.4,5.36,3.82,泌乳中期
593,2025-09-15,223,1,25.7,5.35,3.75,泌乳中期
594,2025-09-25,223,1,27.6,5.19,3.77,泌乳中期
595,2025-09-05,224,1,19.6,3.78,3.36,泌乳后期
596,2025-09-15,224,1,20.9,3.96,3.3,泌乳后期
597,2025-09-25,224,1,20.7,3.91,3.25,泌乳后期
598,2025-09-05,225,1,26.8,3.96,3.35,泌乳中期
599,2025-09-15,225,1,26.5,4.1,3.24,泌乳中期
600,2025-09-25,225,1,27.8,3.87,3.1,泌乳中期
601,2025-09-05,226,1,17.2,5.46,3.8,泌乳后期
602,2025-09-15,226,1,17.7,5.44,3.85,泌乳后期
603,2025-09-25,226,1,18.3,5.32,3.84,泌乳后期
604,2025-09-05,228,1,27.7,3.85,3.15,泌乳中期
605,2025-09-15,228,1,28.1,3.87,3.32,泌乳中期
606,2025-09-25,228,1,28.6,3.93,3.25,泌乳中期
607,2025-09-05,229,1,30.0,3.73,3.26,泌乳初期
608,2025-09-15,229,1,30.2,3.96,3.16,泌乳初期
609,2025-09-25,229,1,29.7,3.68,3.2,泌乳初期
610,2025-09-05,230,1,23.5,5.5,3.8,泌乳初期
611,2025-09-15,230,1,25.5,5.35,3.58,泌乳初期
612,2025-09-25,230,1,24.1,5.07,3.75,泌乳初期
613,2025-09-05,231,1,22.6,4.18,3.28,泌乳后期
614,2025-09-15,231,1,22.2,3.92,3.37,泌乳后期
615,2025-09-25,231,1,23.8,3.86,3.33,泌乳后期
616,2025-09-05,232,1,20.5,4.37,3.31,泌乳后期
617,2025-09-15,232,1,20.6,4.06,3.3,泌乳后期
618,2025-09-25,232,1,19.5,3.92,3.29,泌乳后期
619,2025-09-05,234,1,19.6,4.14,3.41,泌乳中期
620,2025-09-15,234,1,19.3,4.34,3.46,泌乳中期
621,2025-09-25,234,1,18.9,4.07,3.5,泌乳中期
622,2025-09-05,237,1,23.5,3.94,3.25,泌乳后期
623,2025-09-15,237,1,22.1,4.01,3.25,泌乳后期
624,2025-09-25,237,1,21.2,4.02,3.28,泌乳后期
625,2025-09-05,238,1,30.3,3.89,3.27,泌乳中期
626,2025-09-15,238,1,31.5,3.84,3.15,泌乳中期
627,2025-09-25,238,1,30.6,3.87,3.24,泌乳中期
628,2025-09-05,239,1,17.4,4.48,3.44,泌乳初期
629,2025-09-15,239,1,18.3,4.4,3.45,泌乳初期
630,2025-09-25,239,1,19.3,4.15,3.43,泌乳初期
631,2025-09-05,240,1,26.1,5.17,3.89,泌乳中期
632,2025-09-15,240,1,24.8,5.52,3.87,泌乳中期
633,2025-09-25,240,1,25.0,5.02,3.87,泌乳中期
634,2025-09-05,242,1,25.8,3.84,3.21,泌乳初期
635,2025-09-15,242,1,25.7,4.06,3.36,泌乳初期
636,2025-09-25,242,1,25.8,4.02,3.45,泌乳初期
637,2025-09-05,243,1,27.4,3.95,3.08,泌乳中期
638,2025-09-15,243,1,27.7,3.62,3.16,泌乳中期
639,2025-09-25,243,1,27.8,4.08,3.25,泌乳中期
640,2025-09-05,244,1,27.5,5.17,3.9,泌乳中期
641,2025-09-15,244,1,26.4,5.25,3.76,泌乳中期
642,2025-09-25,244,1,27.5,5.13,3.79,泌乳中期
643,2025-09-05,245,1,25.6,5.05,3.75,泌乳中期
644,2025-09-15,245,1,25.8,5.07,3.72,泌乳中期
645,2025-09-25,245,1,27.7,5.11,3.82,泌乳中期
646,2025-09-05,246,1,31.6,3.91,3.16,泌乳中期
647,2025-09-15,246,1,34.2,3.88,3.15,泌乳中期
648,2025-09-25,246,1,34.9,3.82,3.22,泌乳中期
649,2025-09-05,247,1,19.4,3.92,3.37,泌乳后期
650,2025-09-15,247,1,19.0,3.99,3.27,泌乳后期
651,2025-09-25,247,1,20.7,4.0,3.34,泌乳后期
652,2025-09-05,248,1,30.7,3.66,3.26,泌乳中期
653,2025-09-15,248,1,29.8,3.89,3.26,泌乳中期
654,2025-09-25,248,1,29.3,4.02,3.2,泌乳中期
655,2025-09-05,250,1,20.9,4.08,3.26,泌乳后期
656,2025-09-15,250,1,20.9,3.87,3.24,泌乳后期
657,2025-09-25,250,1,22.0,3.89,3.28,泌乳后期
658,2025-09-05,251,1,33.1,3.8,3.16,泌乳中期
659,2025-09-15,251,1,32.3,3.93,3.33,泌乳中期
660,2025-09-25,251,1,32.0,3.91,3.23,泌乳中期
661,2025-09-05,252,1,25.4,5.25,3.91,泌乳中期
662,2025-09-15,252,1,25.2,5.17,4.0,泌乳中期
663,2025-09-25,252,1,26.8,5.05,3.78,泌乳中期
664,2025-09-05,253,1,31.8,3.81,3.23,泌乳中期
665,2025-09-15,253,1,32.2,3.85,3.21,泌乳中期
666,2025-09-25,253,1,33.3,3.74,3.19,泌乳中期
667,2025-09-05,254,1,24.0,5.36,3.76,泌乳中期
668,2025-09-15,254,1,25.3,5.29,3.86,泌乳中期
669,2025-09-25,254,1,25.3,5.18,3.77,泌乳中期
670,2025-09-05,255,1,25.2,3.83,3.28,泌乳初期
671,2025-09-15,255,1,26.8,3.91,3.31,泌乳初期
672,2025-09-25,255,1,25.0,3.9,3.19,泌乳初期
673,2025-09-05,256,1,31.0,4.1,3.31,泌乳中期
674,2025-09-15,256,1,31.6,3.9,3.29,泌乳中期
675,2025-09-25,256,1,32.9,3.71,3.16,泌乳中期
676,2025-09-05,257,1,22.9,5.34,3.81,泌乳初期
677,2025-09-15,257,1,23.6,5.24,3.72,泌乳初期
678,2025-09-25,257,1,25.5,5.18,3.82,泌乳初期
679,2025-09-05,258,1,20.8,4.08,3.26,泌乳后期
680,2025-09-15,258,1,19.4,4.14,3.29,泌乳后期
681,2025-09-25,258,1,20.7,4.05,3.2,泌乳后期
682,2025-09-05,259,1,25.7,4.05,3.3,泌乳初期
683,2025-09-15,259,1,25.5,4.03,3.13,泌乳初期
684,2025-09-25,259,1,23.7,4.06,3.24,泌乳初期
685,2025-09-05,260,1,30.6,4.02,3.18,泌乳初期
686,2025-09-15,260,1,30.1,3.81,3.29,泌乳初期
687,2025-09-25,260,1,31.6,3.77,3.31,泌乳初期
688,2025-09-05,261,1,30.8,3.47,3.29,泌乳初期
689,2025-09-15,261,1,30.2,3.74,3.29,泌乳初期
690,2025-09-25,261,1,26.9,3.68,3.32,泌乳初期
691,2025-09-05,262,1,22.3,4.12,3.33,泌乳后期
692,2025-09-15,262,1,21.8,3.77,3.31,泌乳后期
693,2025-09-25,262,1,21.8,4.0,3.41,泌乳后期
694,2025-09-05,264,1,22.5,4.09,3.32,泌乳后期
695,2025-09-15,264,1,23.7,3.9,3.17,泌乳后期
696,2025-09-25,264,1,22.4,3.99,3.25,泌乳后期
697,2025-09-05,265,1,21.2,4.42,3.43,泌乳初期
698,2025-09-15,265,1,20.8,4.43,3.33,泌乳初期
699,2025-09-25,265,1,20.5,4.47,3.44,泌乳初期
700,2025-09-05,266,1,27.4,3.99,3.25,泌乳中期
701,2025-09-15,266,1,29.3,3.79,3.13,泌乳中期
702,2025-09-25,266,1,27.6,3.99,3.2,泌乳中期
703,2025-09-05,267,1,22.9,5.29,3.83,泌乳初期
704,2025-09-15,267,1,24.9,5.18,4.04,泌乳初期
705,2025-09-25,267,1,25.8,5.3,3.73,泌乳初期
706,2025-09-05,268,1,22.1,4.41,3.37,泌乳中期
707,2025-09-15,268,1,21.3,4.34,3.51,泌乳中期
708,2025-09-25,268,1,23.4,4.07,3.37,泌乳中期
709,2025-09-05,269,1,29.5,3.89,3.17,泌乳初期
710,2025-09-15,269,1,31.4,3.86,3.25,泌乳初期
711,2025-09-25,269,1,29.1,3.98,3.29,泌乳初期
712,2025-09-05,270,1,26.8,3.87,3.33,泌乳中期
713,2025-09-15,270,1,28.6,3.81,3.24,泌乳中期
714,2025-09-25,270,1,26.7,4.07,3.32,泌乳中期
715,2025-09-05,271,1,18.2,4.01,3.37,泌乳后期
716,2025-09-15,271,1,18.6,4.01,3.42,泌乳后期
717,2025-09-25,271,1,19.6,4.0,3.2,泌乳后期
718,2025-09-05,272,1,24.3,4.1,3.28,泌乳初期
719,2025-09-15,272,1,24.4,4.05,3.19,泌乳初期
720,2025-09-25,272,1,27.0,3.96,3.27,泌乳初期
721,2025-09-05,273,1,31.9,3.88,3.29,泌乳中期
722,2025-09-15,273,1,30.7,3.9,3.15,泌乳中期
723,2025-09-25,273,1,30.2,3.81,3.23,泌乳中期
724,2025-09-05,274,1,31.8,3.76,3.22,泌乳中期
725,2025-09-15,274,1,33.7,3.52,3.14,泌乳中期
726,2025-09-25,274,1,32.6,3.64,3.3,泌乳中期
727,2025-09-05,275,1,30.5,3.73,3.23,泌乳初期
728,2025-09-15,275,1,28.2,3.87,3.22,泌乳初期
729,2025-09-25,275,1,29.6,3.77,3.25,泌乳初期
730,2025-09-05,276,1,18.4,5.38,3.9,泌乳后期
731,2025-09-15,276,1,18.9,5.4,3.82,泌乳后期
732,2025-09-25,276,1,17.5,5.57,3.93,泌乳后期
733,2025-09-05,277,1,19.7,4.01,3.41,泌乳后期
734,2025-09-15,277,1,20.6,3.99,3.3,泌乳后期
735,2025-09-25,277,1,20.1,4.1,3.4,泌乳后期
736,2025-09-05,278,1,30.6,3.83,3.1,泌乳中期
737,2025-09-15,278,1,30.6,3.79,3.26,泌乳中期
738,2025-09-25,278,1,29.4,3.82,3.26,泌乳中期
739,2025-09-05,280,1,28.8,3.63,3.3,泌乳中期
740,2025-09-15,280,1,27.0,3.98,3.32,泌乳中期
741,2025-09-25,280,1,27.2,3.81,3.22,泌乳中期
742,2025-09-05,281,2,27.3,3.88,3.24,泌乳初期
743,2025-09-15,281,2,27.6,3.96,3.22,泌乳初期
744,2025-09-25,281,2,29.8,3.53,3.18,泌乳初期
745,2025-09-05,282,2,24.9,5.29,3.71,泌乳初期
746,2025-09-15,282,2,24.3,5.15,3.89,泌乳初期
747,2025-09-25,282,2,22.1,5.41,3.87,泌乳初期
748,2025-09-05,283,2,30.9,3.76,3.25,泌乳初期
749,2025-09-15,283,2,29.9,3.9,3.26,泌乳初期
750,2025-09-25,283,2,29.8,3.89,3.25,泌乳初期
751,2025-09-05,285,2,22.8,4.1,3.41,泌乳中期
752,2025-09-15,285,2,22.6,4.26,3.47,泌乳中期
753,2025-09-25,285,2,22.4,4.45,3.36,泌乳中期
754,2025-09-05,287,2,18.0,4.24,3.5,泌乳后期
755,2025-09-15,287,2,16.0,4.65,3.5,泌乳后期
756,2025-09-25,287,2,16.6,4.48,3.42,泌乳后期
757,2025-09-05,288,2,32.1,3.73,3.29,泌乳中期
758,2025-09-15,288,2,32.4,3.89,3.25,泌乳中期
759,2025-09-25,288,2,32.1,3.76,3.25,泌乳中期
760,2025-09-05,289,2,14.2,4.41,3.48,泌乳后期
761,2025-09-15,289,2,15.1,4.29,3.67,泌乳后期
762,2025-09-25,289,2,14.4,4.37,3.58,泌乳后期
763,2025-09-05,290,2,22.0,4.0,3.35,泌乳后期
764,2025-09-15,290,2,20.3,4.0,3.41,泌乳后期
765,2025-09-25,290,2,20.9,3.97,3.32,泌乳后期
766,2025-09-05,291,2,25.8,3.81,3.31,泌乳中期
767,2025-09-15,291,2,26.5,3.84,3.2,泌乳中期
768,2025-09-25,291,2,27.4,3.9,3.21,泌乳中期
769,2025-09-05,292,2,29.9,3.98,3.2,泌乳中期
770,2025-09-15,292,2,29.4,3.88,3.24,泌乳中期
771,2025-09-25,292,2,31.5,3.89,3.28,泌乳中期
772,2025-09-05,293,2,17.5,5.36,3.84,泌乳后期
773,2025-09-15,293,2,17.3,5.36,3.98,泌乳后期
774,2025-09-25,293,2,18.1,5.4,3.75,泌乳后期
775,2025-09-05,294,2,22.9,5.45,3.78,泌乳初期
776,2025-09-15,294,2,22.5,5.16,3.95,泌乳初期
777,2025-09-25,294,2,20.3,5.25,3.93,泌乳初期
778,2025-09-05,295,2,21.7,4.11,3.26,泌乳后期
779,2025-09-15,295,2,21.2,4.12,3.28,泌乳后期
780,2025-09-25,295,2,21.6,3.78,3.24,泌乳后期
781,2025-09-05,296,2,31.1,4.0,3.18,泌乳中期
782,2025-09-15,296,2,31.8,3.77,3.13,泌乳中期
783,2025-09-25,296,2,33.3,3.89,3.14,泌乳中期
784,2025-09-05,297,2,21.7,3.88,3.26,泌乳后期
785,2025-09-15,297,2,23.6,3.85,3.21,泌乳后期
786,2025-09-25,297,2,23.6,4.13,3.26,泌乳后期
787,2025-09-05,298,2,21.4,4.28,3.29,泌乳后期
788,2025-09-15,298,2,23.1,4.2,3.32,泌乳后期
789,2025-09-25,298,2,22.0,4.16,3.44,泌乳后期
790,2025-09-05,299,2,32.3,3.76,3.23,泌乳中期
791,2025-09-15,299,2,31.1,3.91,3.16,泌乳中期
792,2025-09-25,299,2,33.3,3.78,3.3,泌乳中期
793,2025-09-05,300,2,18.2,3.93,3.38,泌乳后期
794,2025-09-15,300,2,20.0,4.03,3.32,泌乳后期
795,2025-09-25,300,2,19.3,4.17,3.37,泌乳后期
796,2025-09-05,301,2,25.5,5.31,3.78,泌乳中期
797,2025-09-15,301,2,26.0,5.07,3.88,泌乳中期
798,2025-09-25,301,2,26.4,5.09,3.86,泌乳中期
799,2025-09-05,302,2,23.5,3.92,3.25,泌乳后期
800,2025-09-15,302,2,22.6,3.78,3.28,泌乳后期
801,2025-09-25,302,2,22.7,4.13,3.24,泌乳后期
802,2025-09-05,303,2,30.2,3.6,3.23,泌乳初期
803,2025-09-15,303,2,29.8,3.62,3.17,泌乳初期
804,2025-09-25,303,2,29.0,4.24,3.3,泌乳初期
805,2025-09-05,304,2,23.3,5.32,3.83,泌乳初期
806,2025-09-15,304,2,23.5,5.3,3.8,泌乳初期
807,2025-09-25,304,2,23.7,5.3,3.85,泌乳初期
808,2025-09-05,305,2,28.6,3.92,3.36,泌乳中期
809,2025-09-15,305,2,29.3,3.77,3.26,泌乳中期
810,2025-09-25,305,2,28.7,3.79,3.22,泌乳中期
811,2025-09-05,306,2,22.3,4.09,3.17,泌乳后期
812,2025-09-15,306,2,23.8,3.97,3.29,泌乳后期
813,2025-09-25,306,2,22.8,3.76,3.24,泌乳后期
814,2025-09-05,307,2,18.5,5.56,3.84,泌乳后期
815,2025-09-15,307,2,17.0,5.46,3.79,泌乳后期
816,2025-09-25,307,2,18.5,5.39,3.79,泌乳后期
817,2025-09-05,309,2,27.8,3.82,3.18,泌乳初期
818,2025-09-15,309,2,29.1,3.9,3.27,泌乳初期
819,2025-09-25,309,2,28.9,3.77,3.18,泌乳初期
820,2025-09-05,310,2,27.7,3.91,3.22,泌乳中期
821,2025-09-15,310,2,27.7,4.0,3.29,泌乳中期
822,2025-09-25,310,2,25.9,3.92,3.35,泌乳中期
823,2025-09-05,311,2,18.8,4.4,3.48,泌乳中期
824,2025-09-15,311,2,19.7,4.41,3.39,泌乳中期
825,2025-09-25,311,2,18.4,4.32,3.46,泌乳中期
826,2025-09-05,312,2,27.3,3.93,3.28,泌乳初期
827,2025-09-15,312,2,27.4,4.11,3.22,泌乳初期
828,2025-09-25,312,2,26.9,4.09,3.11,泌乳初期
829,2025-09-05,314,2,13.7,4.47,3.53,泌乳后期
830,2025-09-15,314,2,13.6,4.27,3.42,泌乳后期
831,2025-09-25,314,2,14.2,4.38,3.44,泌乳后期
832,2025-09-05,316,2,31.2,4.06,3.31,泌乳中期
833,2025-09-15,316,2,29.8,3.78,3.31,泌乳中期
834,2025-09-25,316,2,31.2,3.95,3.18,泌乳中期
835,2025-09-05,317,2,24.4,3.69,3.32,泌乳后期
836,2025-09-15,317,2,23.1,4.04,3.25,泌乳后期
837,2025-09-25,317,2,24.6,4.1,3.22,泌乳后期
838,2025-09-05,319,2,31.3,3.66,3.29,泌乳中期
839,2025-09-15,319,2,30.0,3.97,3.25,泌乳中期
840,2025-09-25,319,2,30.5,3.96,3.21,泌乳中期
841,2025-09-05,320,2,13.8,4.62,3.44,泌乳后期
842,2025-09-15,320,2,13.8,4.56,3.49,泌乳后期
843,2025-09-25,320,2,13.0,4.56,3.65,泌乳后期
844,2025-09-05,322,2,19.3,4.16,3.29,泌乳后期
845,2025-09-15,322,2,19.4,3.83,3.49,泌乳后期
846,2025-09-25,322,2,20.0,3.86,3.22,泌乳后期
847,2025-09-05,323,2,23.9,3.72,3.23,泌乳初期
848,2025-09-15,323,2,23.5,3.98,3.37,泌乳初期
849,2025-09-25,323,2,24.2,4.24,3.19,泌乳初期
850,2025-09-05,324,2,21.6,4.48,3.54,泌乳初期
851,2025-09-15,324,2,21.0,4.23,3.51,泌乳初期
852,2025-09-25,324,2,20.0,4.43,3.45,泌乳初期
853,2025-09-05,325,2,24.8,4.06,3.27,泌乳后期
854,2025-09-15,325,2,24.0,4.17,3.17,泌乳后期
855,2025-09-25,325,2,22.1,3.82,3.3,泌乳后期
856,2025-09-05,326,2,28.1,4.11,3.27,泌乳初期
857,2025-09-15,326,2,30.5,3.57,3.15,泌乳初期
858,2025-09-25,326,2,29.5,3.95,3.14,泌乳初期
859,2025-09-05,327,2,15.9,4.27,3.54,泌乳后期
860,2025-09-15,327,2,14.2,4.34,3.5,泌乳后期
861,2025-09-25,327,2,14.2,4.32,3.5,泌乳后期
862,2025-09-05,328,2,28.5,3.91,3.24,泌乳初期
863,2025-09-15,328,2,28.8,3.73,3.25,泌乳初期
864,2025-09-25,328,2,29.2,3.72,3.29,泌乳初期
865,2025-09-05,329,2,17.5,5.44,3.92,泌乳后期
866,2025-09-15,329,2,18.3,5.6,3.84,泌乳后期
867,2025-09-25,329,2,17.7,5.15,3.83,泌乳后期
868,2025-09-05,330,2,27.9,3.82,3.32,泌乳初期
869,2025-09-15,330,2,29.8,3.75,3.18,泌乳初期
870,2025-09-25,330,2,27.8,3.91,3.2,泌乳初期
